AAPL,MSFT,AMZN,GOOG,GOOGL,TSLA,FB,BABA,TSM,V,JNJ,JPM,WMT,NVDA,PYPL,DIS,MA,PG,UNH,HD,BAC,INTC,ASML,NFLX,CMCSA,ADBE,ABT,TM,VZ,NKE,CRM,KO,XOM,NVS,T,TMO,CSCO,LLY,AVGO,PFE,MRK,ORCL,PEP,ABBV,SHOP,CVX,DHR,ACN,QCOM,TXN,NEE,MDT,MCD,COST,SAP,TMUS,HDB,UL,UNP,HON,UPS,SNE,WFC,AMGN,AZN,NVO,BMY,PM,LIN,C,JD,LOW,SBUX,BA,SQ,SNY,RY,CHTR,MS,NOW,AMD,INTU,HSBC,TOT,RTX,BLK,TD,IBM,CAT,AMAT,GS,EL,SCHW,BUD,^GSPC,Date
22.34856987,47.55281448,737.6099854,697.7700195,708.9699707,42.88800049,116.6999969,78.63999939,22.72533989,71.75521088,108.7098618,53.0618782,66.82582092,46.91437149,35.93000031,92.88197327,84.52620697,73.98924255,132.7449188,118.3695526,11.73902988,29.15083885,90.8423996,94.59999847,29.79453659,95.18000031,37.32751846,98.28565979,46.05811691,53.03115845,78.5,39.02375412,74.33049774,63.94358444,33.12778854,147.1180878,24.89255905,71.69598389,128.8289185,28.4408474,51.76822281,37.64295197,92.76412964,51.23878479,30.64999962,86.2932663,78.63528442,104.7852936,44.84412384,53.83551025,29.21945,79.5716629,107.5868073,139.2540436,70.64016724,43.15000153,32.18170547,40.96789169,79.23825073,101.2852097,93.29862213,30.09000015,39.95205307,136.516449,25.59629631,48.94467926,64.70162964,80.97885132,101.9313431,36.44060135,20.37999916,73.34218597,51.94719696,115.8529816,9,35.1720314,49.93639755,232.7799988,22.36368561,65.33000183,5.039999962,108.5421219,23.94137573,35.90528488,57.24776077,299.3579102,35.36743927,123.365509,65.5041275,22.52824783,134.7368317,86.64013672,23.26700401,113.4023438,2099.72998,06-07-2016
22.4444828,47.55281448,736.5700073,695.3599854,707.2600098,43.18799973,115.8499985,79.34999847,22.86438751,72.19122314,108.5946198,53.40568924,66.56329346,48.13523102,36.31999969,93.51869202,85.48020935,73.81522369,131.2718964,118.000679,11.87595558,29.35419655,90.57434082,95.09999847,30.32544327,95.13999939,37.81205368,99.08352661,45.33768845,53.14521027,78.76000214,38.86858749,73.43779755,63.77208328,32.51287842,147.0687408,24.90989304,71.06880951,129.1368103,28.36946869,51.43570709,37.64295197,94.13911438,51.28730011,30.37000084,85.03079987,78.71333313,104.0283813,45.32365417,54.46149826,28.64796829,79.60806274,107.8454666,146.118103,70.52670288,42.95999908,32.48609161,40.95057297,79.77290344,100.6696243,93.41123199,30.07999992,40.08051682,136.9888306,25.61330795,49.17203522,64.89437866,80.5200119,101.9404373,36.64472198,20.56999969,73.69933319,52.09365845,116.0446091,9.079999924,34.96730042,49.82662964,234.8699951,22.84386635,65.01000214,5.019999981,109.4715805,23.80656242,35.42307663,57.58091354,298.4671326,35.27544785,123.5517349,65.69670868,22.80045891,136.0511169,87.13506317,23.823452,112.6231308,2097.899902,07-07-2016
22.6176033,48.4042778,745.8099976,705.6300049,717.7800293,43.35599899,117.2399979,78.98999786,23.22938347,74.04177094,108.8960037,54.50764847,66.84393311,50.06496811,37.36000061,94.66854095,86.21030426,74.63316345,131.7100525,120.8616104,12.0220108,30.06152534,93.07301331,97.05999756,30.71445465,96.79000092,38.29658127,100.5413666,45.76339722,53.90551758,80.88999939,39.11857224,73.89600372,64.02935791,32.75115585,150.650238,25.3605957,71.3734436,132.6861725,28.64705276,51.93448639,37.9587326,94.82223511,51.87755203,31,86.45002747,78.86937714,106.2529678,46.40258408,55.7840271,29.00514412,80.39968872,108.1932983,147.6712189,72.42720032,43.58000183,33.06050491,41.12379837,82.18338776,103.0365906,94.85767365,30.59000015,40.92838669,140.9343109,25.61330795,49.61764526,65.94557953,81.55634308,104.5837555,37.25709915,20.71999931,75.40260315,51.72751617,118.7091599,9.300000191,34.84786606,50.12216187,237.1699982,23.4485302,69.12000275,5.099999905,110.9414291,24.19514275,36.09663773,58.53525925,307.453949,35.31725311,125.057663,67.72758484,23.40121269,139.1793518,88.52465057,24.26672363,113.118988,2129.899902,08-07-2016
22.68778038,48.67268753,753.7800293,715.0900269,727.2000122,44.95600128,117.8700027,81.45999908,23.63783264,74.13866425,108.9669037,54.89554214,67.04306793,51.21691513,38.15000153,95.01065063,86.39527893,74.61577606,130.8243408,121.5903625,12.05852318,30.39750481,95.50466919,94.66999817,30.85176277,97.13999939,38.50686264,104.0776062,45.78796005,54.01005173,81.66000366,39.28235245,74.17250061,64.1696701,32.67428207,150.3049011,25.50794029,70.90753937,134.5848541,28.67085266,51.92573929,37.87514877,95.38275146,52.03118896,31.85000038,86.96160889,78.10858917,106.5760345,46.34264755,55.89865494,28.9515686,80.5361557,108.8087006,148.8137512,73.76985931,44.04000092,33.39925766,41.12379837,82.81774902,102.8024979,95.28205872,31.20000076,41.17673874,140.1294708,25.4942131,50.34518433,66.04193878,81.78577423,104.237381,37.53221893,21.76000023,75.82383728,51.55360413,120.4885712,9.239999771,35.33411407,50.29103851,239.8699951,23.52855301,68.84999847,5.010000229,111.085556,24.64716911,36.49465179,58.70464325,309.5024109,35.40088654,125.7620773,68.10399628,23.60772133,140.8545532,88.78163147,24.31388092,112.8356476,2137.159912,11-07-2016
22.79072189,49.24650192,748.210022,720.6400146,732.5100098,44.93000031,117.9300003,81.73999786,23.43795204,75.06880951,108.9580383,55.71541214,66.32794189,51.98486328,38.79000092,95.2197113,87.61210632,74.61577606,130.3954468,121.3114395,12.35975456,30.89263916,96.57689667,95.97000122,30.73276901,97.54000092,38.82683563,104.9444199,45.41138077,55.17901993,81.93000031,39.29098129,75.00988007,63.67852783,32.59743118,152.317627,25.6639576,71.38240814,135.6368256,28.74222946,52.15325165,38.46956253,95.27767181,52.9610405,32.49000168,88.10857391,78.36217499,107.5360031,46.7707901,56.76269531,28.42473412,80.90924072,109.0316544,148.42099,74.04405975,43.63999939,33.28634262,40.95923233,83.42489624,103.1926575,95.52457428,30.59000015,41.40797043,141.6866608,25.68986702,50.51796722,66.75149536,81.40605164,106.6345825,38.552845,22.20999908,75.95207977,52.61542511,119.3661652,9.399999619,36.25543213,51.21985245,238.4499969,24.33773804,70.45999908,5.139999866,111.7676315,25.01195526,37.2141304,59.00956726,318.2931519,36.12847519,127.1465759,69.85474396,23.85177994,145.232193,88.79116058,25.23815346,113.349205,2152.139893,12-07-2016
22.66205025,49.52414703,742.6300049,716.9799805,729.4799805,44.50600052,116.7799988,80.56999969,23.36842918,75.04941559,109.0289536,55.68014526,66.64478302,51.96518326,39.27999878,94.91561127,87.94308472,74.73758698,131.9058075,120.1599045,12.26847267,30.9545269,96.79708862,96.43000031,30.58631706,97.33999634,38.60606766,106.2446518,45.84525681,55.11249161,81.33000183,39.42890167,74.95457458,63.95139694,32.73578262,152.7320557,25.78529358,71.1046524,134.6276398,28.79774857,52.10949326,38.50669861,96.25854492,52.83052063,31.98999977,88.00131226,79.04493713,107.8405991,46.95061111,56.90376663,28.61225319,80.75457001,109.5400391,148.8673248,73.83603668,44.20999908,33.09977722,41.22772598,85.30979156,103.2186584,95.95763397,29.54999924,41.33945084,140.4269257,25.65583801,50.3178978,67.08438873,81.67502594,107.1450348,38.45521545,21.68000031,74.77073669,51.70005417,118.7274094,9.289999962,35.85448837,51.54071426,237.4299927,24.15099716,70.15000153,5.090000153,111.364151,24.91679382,37.1299324,59.34275055,318.4089966,36.35428619,127.9400101,69.75843811,24.32111549,146.1577301,88.80068207,24.92691422,113.0924377,2152.429932,13-07-2016
23.11122513,49.7370224,741.2000122,720.9500122,735.7999878,44.30599976,117.2900009,81.73999786,23.559618,75.70825195,109.18853,56.5264473,66.7171936,52.49683762,39.95999908,95.00114441,89.02363586,74.72016907,131.3091583,121.0415649,12.46016884,31.12251472,98.57774353,98.01999664,30.67326736,97.69999695,38.89122772,106.3628616,45.71427155,55.58768463,81.55999756,39.38580322,75.00988007,63.94358444,32.87413406,155.6229095,25.79395866,72.20669556,137.5184174,29.28154182,52.19700241,38.70174408,96.30233002,51.89251328,32.09999847,88.04255676,78.8888855,107.7852325,46.99342728,57.14181519,28.40463829,80.82733917,110.5300064,149.0101013,74.89502716,44.02999878,33.45326233,41.08049393,85.81725311,103.2533417,96.57257843,30.04000092,41.9132576,142.3690186,25.80895996,50.37245941,67.2508316,81.63548279,107.8742065,39.44921112,21.68000031,75.21031952,52.71611023,120.0414352,9.369999886,35.80330276,52.27531433,239.1100006,24.89793968,70.16000366,5.170000076,111.8156662,25.28951836,37.65041733,59.37096786,316.3515625,36.5968132,129.7698364,70.0823288,24.49946594,150.4336395,89.49546814,25.38904762,111.8881836,2163.75,14-07-2016
23.10888481,49.70000458,735.4400024,719.8499756,735.6300049,44.08000183,116.8600006,81.25,23.47271538,75.86327362,109.0289536,56.57934952,66.69004822,51.88640976,39.09000015,94.83959198,88.51742554,74.84201813,131.7659912,121.2574921,12.4692955,31.00757599,97.27574921,98.38999939,30.60919571,97.83000183,38.72565079,107.1902771,45.71427155,54.9984436,81.40000153,39.33407974,75.14418793,63.62395477,32.966362,154.9421082,25.84596443,71.87518311,137.8348846,29.16257668,52.17950058,38.79463196,96.03960419,51.64781189,32.31999969,88.31485748,78.9278717,106.2344818,46.88210297,57.17708969,28.48053741,80.39968872,110.2446136,148.5370483,74.66809845,44.40999985,33.63982391,41.05451202,85.16479492,103.374733,96.16550446,30.04000092,40.85987473,142.8414459,25.72389412,50.13600922,66.5763092,81.98355865,108.4575577,39.34272385,21.40999985,74.78905487,52.55134583,120.8079376,9.170000076,35.55591583,52.28376389,234.9799957,24.90683556,71.01999664,5.139999866,110.4610901,25.26572609,37.30598068,59.57426453,317.8300476,36.63863373,129.3649902,70.6425705,24.72474861,149.6006775,89.84762573,25.49279213,111.0646896,2161.73999,15-07-2016
23.35452271,49.94063568,736.0700073,733.7800293,753.2000122,45.25,119.3700027,82.65000153,24.02020645,75.87296295,109.1530609,56.38540268,66.84393311,52.15223694,38.91999817,95.17220306,89.16964722,74.77240753,131.225235,122.6609726,12.88007069,30.98989296,98.73092651,98.80999756,30.60004425,97.79000092,38.71644974,107.3774338,45.78796005,54.87490082,81.62999725,39.33407974,74.90717316,63.95918655,32.93562698,154.9519958,25.92396927,71.63327026,138.8355408,29.05947876,51.64571762,38.67388535,95.64549255,51.84357452,32.20000076,87.53923798,78.94740295,105.357605,47.39588547,57.47686386,28.6301136,80.24500275,110.4140701,149.5189362,75.2543335,44.36999893,33.73310471,41.25370789,85.29165649,103.0799255,96.05290985,30.29999924,41.34801483,142.5352478,25.98759651,50.22695541,66.54125977,81.4851532,108.1567612,39.55571365,22.13999939,75.34087372,52.10280991,121.7569656,9.270000458,35.47060776,52.22466278,234.3399963,25.08467293,69.83000183,5.510000229,110.7204819,25.47984123,36.98450851,59.56862259,318.6583252,36.52990341,129.4297638,70.54534912,24.96880531,151.1648254,89.43836212,25.55881119,111.507431,2166.889893,18-07-2016
23.36388206,49.13544083,739.9500122,736.960022,753.4099731,45.05199814,120.6100006,82.76999664,23.69866371,76.27022552,111.0234146,56.29724503,66.68099976,52.69374847,39.36999893,94.52600098,89.92893982,74.9812088,132.9407196,123.2367477,13.01699924,31.07831573,101.1242676,85.83999634,30.70530128,97.79000092,38.44969177,106.934166,45.59966278,54.89390564,81.37000275,39.33407974,74.63069153,63.56158829,32.87413406,154.5474548,25.93263817,71.65119934,137.296051,29.05947876,51.33069229,38.15377808,95.92575073,51.64781189,33.25999832,87.49796295,78.8888855,104.6468277,47.21606827,57.25643921,28.59438705,80.41788483,112.8221283,150.0633698,74.99903107,44.38000107,33.68892288,40.69072723,85.13761902,103.4787598,95.82772064,30.27000046,41.42510223,142.1503143,25.77493095,49.92684555,66.1120224,79.0247879,107.7192535,39.360466,22.42000008,74.88102722,51.95635605,122.8793488,9.350000381,35.13791275,51.82780457,232.0099945,25.06689072,69.98999786,5.409999847,110.2689362,25.35295486,36.67068481,59.64202881,317.5895081,36.41282272,129.2030487,70.47465515,24.77167702,149.3878021,88.98150635,25.91719818,110.3209,2163.780029,19-07-2016
23.38494301,51.74537659,745.7199707,741.1900024,757.0800171,45.67200089,121.9199982,84.41999817,23.94199371,76.89026642,110.9258881,56.35896301,66.79866791,53.38294601,40.04999924,93.33811951,90.82455444,74.82337952,133.3416595,123.6236267,13.1447916,31.55575943,103.5463638,87.91000366,30.71903419,98.40000153,39.23157501,107.6630936,45.53416443,54.89390564,82.13999939,39.23063278,74.20409393,64.72319794,32.82801437,155.5834045,26.54801369,71.92894745,139.1263123,29.09119606,51.44445801,38.31166077,95.39151001,51.72122192,33.09000015,87.12666321,79.38632202,106.5667877,47.79834366,57.70608902,28.39794731,80.75457001,112.4297028,149.9919739,79.14988708,44.54000092,33.82638931,40.65608215,85.29165649,103.9382935,95.7844162,30.52000046,41.63064194,142.8151855,26.00461197,50.29061508,66.33103943,78.83493042,107.8012924,39.46696854,22.65999985,74.6878891,52.67034531,122.9341278,9.579999924,35.73505783,52.2584343,236.1900024,25.59152603,72.65000153,5.409999847,110.2785645,25.82877159,36.64007187,59.87919235,320.4396667,36.5215416,130.6442261,70.43045044,25.01573753,149.7209778,88.9910202,26.33217812,111.7642365,2173.02002,20-07-2016
23.26094818,51.64357758,744.4299927,738.6300049,754.4099731,44.09999847,120.6100006,84.18000031,23.88116074,76.33802795,110.9347458,56.14737701,66.554245,52.39839172,40.13000107,93.13856506,90.00682831,74.77075958,133.2017975,122.4180603,13.02612495,30.30025482,100.98069,85.98999786,30.67326736,96.33999634,39.59031677,107.2296753,45.32949829,54.16212082,81.69999695,39.17891693,74.14089203,64.50492096,32.68198013,154.113327,26.50467873,72.03646851,137.1934509,29.11499596,51.44445801,38.14448547,95.09376526,52.11273956,32.72999954,86.96160889,79.28879547,103.7145538,51.31771088,57.22997665,28.63233948,80.01752472,113.4286041,149.1083069,79.61319733,44.66999817,33.90003204,40.43955231,82.40089417,102.8805161,95.1781311,30,41.36515427,143.6375275,25.97058487,50.03598022,66.13828278,78.6529541,107.2635117,39.16521454,21.98999977,73.71300507,52.72527695,121.8482132,9.460000038,35.74358749,51.87845993,240.4799957,25.67155457,71.05000305,5.21999979,108.7414246,25.75740051,36.47934341,59.77189636,320.1902771,36.40445328,129.9074707,70.71325684,24.62149429,148.1290588,88.38188171,26.2755909,110.2412186,2165.169922,21-07-2016
23.08081436,52.35622406,744.8599854,742.7399902,759.2800293,44.45399857,121,84.48999786,24.10711288,77.42314911,110.8283844,56.4559288,66.5814209,53.82599258,37.41999817,92.85347748,91.17500305,75.17415619,133.9663391,122.8229294,13.12653637,30.64506531,101.1242676,85.88999939,30.87464333,98.05999756,39.70987701,108.0373993,45.92712784,53.91501236,82.55000305,39.50648499,74.26730347,65.10520935,33.13546371,154.7941132,26.61735344,73.10267639,136.5605469,29.1387825,51.47070313,38.15377808,95.62798309,52.04749298,32.86999893,87.18442535,79.24002838,104.1760788,52.36239243,57.74135208,28.97835732,79.25317383,114.3918381,149.4831848,79.84958649,45.43999863,34.08658981,40.3616066,84.14079285,100.2361069,95.58519745,30.20999908,41.38227463,144.9322815,26.4809761,50.59072113,66.29597473,78.98523712,107.2817383,39.31608582,21.92000008,74.17286682,52.99987793,121.7934494,9.729999542,36.09334946,51.67290115,243.4700012,25.71601486,72.66999817,5.840000153,109.5772552,25.67809868,36.31860352,59.36532593,323.3520508,36.33755493,131.2190552,70.15647125,24.75290489,148.4623108,88.73403931,26.57739258,111.6756744,2175.030029,22-07-2016
22.77200127,52.50429535,739.6099854,739.7700195,757.5200195,46.0019989,121.6299973,83.19000244,24.21139717,76.48337555,110.7042999,56.30606461,66.7624588,54.82040024,37.77999878,92.54937744,90.53251648,75.24432373,132.1389008,122.8049316,13.11740875,30.67159271,101.9380264,87.66000366,30.87921524,97.31999969,39.9306488,108.0373993,45.7388382,54.30467606,82.19000244,39.28235245,72.83740234,65.06623077,33.00479507,154.8829346,26.6866951,73.45210266,136.6546173,29.17050362,51.24319458,38.22807312,95.47909546,52.46348572,32.59999847,85.04730225,79.28879547,104.3699493,52.0027504,58.38498688,28.90692139,79.0894165,113.6248169,149.9295197,80.0765152,45.04000092,33.86566162,40.30963135,83.62425995,100.1320724,95.3600235,29.85000038,41.21099091,145.7108612,26.49799347,50.29061508,66.19086456,78.88237,107.3182068,39.08534622,21.85000038,74.48555756,53.04564667,121.3098221,9.850000381,35.94832611,51.52789307,240.6900024,25.90274811,73.55999756,6.699999809,109.4715805,25.50363159,35.45368195,59.09428406,321.9003601,36.13684082,131.6886597,69.54666138,24.86555099,148.5548706,88.67693329,26.65284157,111.5340042,2168.47998,25-07-2016
22.61526108,52.53206253,735.5900269,738.4199829,757.6500244,45.90200043,121.2200012,83.58999634,24.61984444,76.04734802,110.9347458,56.53527451,66.74436951,55.7557373,37.68999863,91.8841629,90.95108032,74.77951813,132.1109619,123.0298538,13.26346302,31.02526283,104.1303329,91.41000366,30.74649239,97.91000366,40.10542297,107.9585953,44.87105179,53.57287216,81.76000214,38.68756104,72.30812073,64.72319794,32.57437134,156.767395,26.76469803,73.55068207,139.7848969,29.2101593,51.06818008,38.02375031,94.76092529,52.56951904,32.54999924,84.72550964,79.12296295,105.4683609,52.53364563,62.96974564,28.67028999,80.29958344,108.5500565,149.572464,80.68164825,44.97999954,33.73310471,40.46553421,84.28579712,100.5308914,95.59387207,30.20999908,41.08253098,146.6819305,26.29383278,51.19093704,65.75285339,78.28903961,107.9106674,39.18296432,22.47999954,74.54993439,53.37517929,123.0527344,10.10000038,35.92273331,51.9629097,237.9799957,25.99167061,73.33999634,6.980000019,109.1545563,25.79705048,35.78281403,60.92386627,322.3545227,36.34590149,131.2595825,73.1348877,25.16592407,149.1564331,88.56272888,27.02066422,112.1006927,2169.179932,26-07-2016
24.08442307,52.00452423,736.6699829,741.7700195,761.9699707,45.69800186,123.3399963,83.09999847,24.41996765,76.08611298,110.597908,56.71158981,66.37319946,55.19454193,37.22000122,91.54207611,91.26261139,74.06918335,132.0923004,122.6339951,13.35474491,30.79537582,104.8866425,92.04000092,31.08516884,97.93000031,40.16981125,108.9140701,45.28856277,53.02165985,81.5,37.41176605,71.81832123,64.62184906,32.86643982,156.7772675,26.66069221,74.72439575,141.6835938,29.22602463,51.27819061,38.01446152,94.13037109,52.9365654,33.20999908,84.37893677,78.85961914,104.9606705,53.52695465,62.83746719,28.3890152,79.59896088,106.5611801,148.3049622,81.45697021,45.63999939,33.9589386,39.99783325,83.03523254,99.67256927,94.23404694,30.38999939,41.10823059,149.3151398,26.82974815,51.23640442,66.98803711,76.99952698,107.8650818,39.30721283,22.36000061,74.27404785,52.95410156,124.0656281,10.13000011,36.19571686,51.32318115,237.7200012,25.98271942,72.98000336,6.849999905,108.1169891,25.93979454,35.91292953,60.81092072,323.5837097,36.1702919,131.0247498,74.32802582,25.25040436,148.9990997,87.95360565,27.07724953,107.974411,2166.580078,27-07-2016
24.40960312,52.02304077,752.6099854,745.9099731,765.8400269,46.12200165,125,83.12000275,24.45472527,76.72558594,110.3231277,56.50881958,66.30076599,55.31268311,37.22000122,91.14294434,93.46264648,74.37611389,133.0991821,124.1184311,13.40038776,30.74233246,105.3844681,91.65000153,31.05770874,98.44000244,40.88729858,109.1012268,44.91198349,52.69852829,82.33000183,37.62727356,71.25740814,63.9903717,32.72809601,156.6983337,26.45267677,74.30329895,140.4605408,29.08326912,51.12943649,38.2559433,94.69962311,52.78974152,34.27000046,83.99113464,79.1815033,103.4560928,53.45845413,62.25245667,28.4448185,79.54434967,106.5076447,148.4834747,81.825737,46.22000122,33.89511871,40.30097961,84.34922791,100.3661728,94.1734314,30.68000031,41.21956253,149.8400269,29.16905785,51.418293,65.40245819,78.39980316,106.7439804,39.26268005,22.13999939,75.66275787,53.28364182,121.3736801,10.11999989,36.34073639,51.66436386,237.8000031,25.83945847,76.37999725,6.820000172,107.6366272,25.67809868,36.2497139,60.74880981,323.637146,36.21211624,130.6523132,73.28514862,24.98757744,148.573349,87.66805267,27.07724953,111.4985886,2170.060059,28-07-2016
24.37918854,52.45801926,758.8099976,768.789978,791.3400269,46.95800018,123.9400024,82.48000336,24.14187241,75.62107849,111.0056686,56.39421844,66.05636597,56.21847534,37.24000168,91.18094635,92.7130661,75.06015015,133.5094452,124.370369,13.22694969,30.82190704,104.9440918,91.25,30.77852821,97.86000061,41.16324997,109.9286423,45.36225128,52.74605179,81.80000305,37.61003494,70.26992798,64.91030884,33.27382278,156.7180328,26.46134758,74.26743317,138.5362091,29.25774956,51.33069229,38.11662674,95.39151001,54.02139664,34.27000046,84.56047058,79.43510437,104.1299133,53.58690262,61.82698822,28.63903618,79.73545074,104.929039,149.2600403,82.62941742,46.34000015,34.00803757,40.54349136,84.32203674,100.8603745,93.62776184,33.40999985,41.08253098,150.4961548,29.04145622,51.8093338,65.53386688,79.31751251,106.2244339,39.02219009,21.64999962,75.67195129,53.13717651,121.9668427,10.06999969,36.36632919,51.99702454,234.8699951,25.72306824,74.91999817,6.860000134,106.6279221,25.97151947,36.81612015,60.78834152,326.2022095,36.43791962,130.0451202,73.14374542,24.67781448,146.9814758,88.41996002,26.80374336,114.6154327,2173.600098,29-07-2016
24.80964661,52.3654747,767.7399902,772.8800049,800.9400024,46.0019989,124.3099976,84.33999634,24.87186813,75.8245163,111.1563644,56.24435043,66.78961945,55.85419083,37.06000137,90.79134369,92.54758453,75.77925873,133.7984619,124.8472137,13.08089447,30.81306458,105.020668,94.37000275,30.91125488,97.72000122,41.65996933,109.5641861,44.61725616,52.66051102,81.01999664,37.45487595,67.82884979,64.76218414,33.1892662,157.4284515,26.63469124,74.52727509,139.8447418,29.59085464,51.33069229,38.21878815,95.40026855,54.60051346,34.04999924,81.77973938,79.49362183,104.1945343,52.96179199,61.94219589,28.68591499,80.12672424,105.2501297,149.5635223,82.52541351,47.06999969,34.02767563,40.26633453,84.33109283,100.4702225,93.54980469,32.5,40.94550705,152.3595428,28.78626251,51.88208771,66.74275208,79.23046112,105.6410904,38.67479706,21.84000015,75.69955444,52.75272751,121.5562057,10.18999958,36.24690247,51.41700363,236,25.51714134,75.06999969,6.639999866,106.4069366,25.58293724,35.69097519,60.38740921,328.0458374,36.19537735,130.7170868,72.42784119,24.65904045,146.3983765,88.9243927,26.72829437,110.8876038,2170.840088,01-08-2016
24.44235992,52.3654747,760.5800171,771.0700073,800.1199951,45.43999863,123.0899963,83.80000305,24.47210693,75.84390259,110.6688309,56.11212158,66.20121002,55.17483902,36.54000092,90.28767395,92.72280121,76.08622742,133.4814911,123.452713,12.89832878,30.55666161,104.7143173,93.55999756,30.61834908,96.05000305,41.45759583,108.3230515,44.2079277,52.19482803,80.5,37.52383041,68.76104736,64.67642975,33.17390442,154.3501587,26.53935051,74.65271759,139.3144836,28.86119461,51.04193115,37.81013489,95.216362,54.47002792,33.52999878,82.17580414,78.93763733,104.1483994,51.89142609,61.02921295,28.49170685,79.74453735,104.9736252,148.6173553,81.81627655,46.81000137,34.0178566,40.70806122,82.73619843,100.0973892,93.07344818,32.5,40.85129929,152.3507843,29.10100555,50.91811371,65.74410248,79.08808899,105.7777786,38.29180527,21.79999924,75.38684845,52.10974121,120.0870667,10.05000019,35.46207809,51.17817688,235.7899933,25.06947136,73.23000336,6.260000229,104.9274826,25.50363159,35.75220871,60.00906754,326.9414368,35.86085892,130.0127106,71.800354,24.37743759,144.4362946,88.77211761,26.34160805,110.3563156,2157.030029,02-08-2016
24.74882126,52.72642136,754.6400146,773.1799927,798.9199829,45.15800095,122.5100021,83.66999817,24.47210693,76.26052094,109.8267441,57.00250244,66.02920532,55.32252884,36.58000183,91.31398773,92.55731964,75.39340973,133.2110901,123.308754,13.21781826,30.51211357,103.8239822,93.09999847,30.59088707,96.66999817,41.347229,108.4215546,44.12605667,52.03326035,80.41000366,37.61866379,69.116539,64.23984528,33.15852737,153.9160156,26.62602425,74.11512756,140.3579407,28.22143745,50.44689941,37.81013489,94.62081909,54.29872131,36.79000092,83.01745605,78.98641968,104.8683929,52.24251175,61.05581665,28.59438705,78.86193848,104.8130875,148.278183,81.45697021,47.20999908,33.91475677,40.02125549,84.15892029,100.5829086,93.79232788,32.34999847,41.0671196,151.720871,28.99892807,50.33608627,65.52509308,78.34443665,106.2608871,39.09343338,21.72999954,75.43283844,51.38407898,120.3334503,10.43999958,34.93317413,51.42554474,237.1100006,25.44551468,74.26999664,6.300000191,105.5134964,26.72488976,35.77516556,60.02035522,327.9033203,35.96121979,130.0855408,72.49855804,24.5933342,146.5464325,89.3146286,26.77545166,109.4885635,2163.790039,03-08-2016
24.9017086,53.11513901,760.7700195,771.6099854,797.25,46.12200165,124.3600006,84.75,24.68067551,77.00656891,109.7912827,56.91434479,66.35508728,56.34647369,37.29999924,90.43022156,93.36529541,75.46356201,133.0526276,122.4000626,13.21781826,30.80609703,105.394043,93.44000244,30.74649239,97.08999634,41.21844101,110.628006,44.15061951,52.07127762,80.55999756,37.50658417,69.10863495,64.62965393,33.1124115,154.3304291,26.695364,73.84632874,142.8210907,28.10948181,50.61315918,37.98660278,94.95359802,53.91535568,36.84999847,82.83592987,79.12296295,104.9606705,52.21681976,61.70287704,28.45151901,78.9438324,105.5087509,148.6620178,81.28677368,47.33000183,33.99330902,40.23941803,83.97766876,100.5308914,93.40257263,32.59999847,41.30021667,151.0560303,29.17756462,50.1996727,65.98060608,78.32067871,106.3429108,39.0489006,21.37000084,74.4395752,50.90642929,119.7311783,11.31999969,34.44692993,51.61319351,236.9900055,25.32016563,74.94000244,6.46999979,105.5807571,27.1610527,35.92824554,60.05988693,326.2022095,36.01139832,130.7980652,72.26878357,24.75290489,146.2780762,89.16234589,26.86975861,109.7364807,2164.25,04-08-2016
25.28039932,53.64268112,765.9799805,782.2199707,806.9299927,46.00600052,125.1500015,84.58999634,25.01960182,77.64602661,110.1281128,58.44828796,66.77151489,57.30149841,38.09999847,91.06691742,94.30954742,75.22677612,133.3136749,123.17379,13.73813343,31.16243553,104.924942,97.02999878,30.84260178,99.04000092,41.63237381,114.2233429,43.91320801,53.07867813,81.33000183,37.48073959,69.17182922,64.80116272,33.17390442,155.4058533,26.90338135,73.07580566,145.4980621,28.3413887,55.88098526,38.20021057,95.1638031,54.27425003,37.00999832,82.93493652,79.49362183,105.7822037,53.09024048,62.18153,28.12559509,79.24409485,106.3203735,149.6885071,81.51370239,47.77999878,34.19459915,40.29178619,85.0470047,100.8950577,94.22540283,32.72000122,42.02539063,151.9221344,29.16054916,45.35248947,55.4335289,78.26531982,106.3793793,40.72345352,21.85000038,75.15692139,51.34733963,120.2056732,11.14999962,34.39574051,51.44260788,234.7899933,25.97376251,75.83000183,6.610000134,107.1082611,27.59720993,36.41810989,60.83914948,333.7727051,36.12011337,132.3768768,72.96697235,25.16592407,150.0171814,89.06719208,28.22786713,109.6656494,2182.870117,05-08-2016
